City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
163,norman wells,65.282,-126.8329,-16.56,76,75,0.0,CA,1675711380
164,lasa,46.6166,10.7002,36.48,96,62,4.14,IT,1675711381
165,owerri,5.4833,7.0304,84.15,64,64,8.79,NG,1675711388
166,mount isa,-20.7333,139.5,76.77,100,100,6.91,AU,1675711390
167,viytivka,48.426,29.5429,25.34,73,100,13.09,UA,1675711393
168,suntar,62.1444,117.6319,-42.95,100,95,2.55,RU,1675711395
169,luanda,-8.8368,13.2343,80.6,78,40,10.36,AO,1675711406
170,yantal,56.8471,105.2542,8.13,95,100,6.06,RU,1675711407
171,pedasi,7.5333,-80.0333,92.07,71,5,14.47,PA,1675711409
172,kloulklubed,7.0419,134.2556,75.7,77,100,19.44,PW,1675711410
173,san lucas,16.6,-92.7167,79.56,36,1,2.86,MX,1675711413
174,hasaki,35.7333,140.8333,43.21,51,100,7.02,JP,1675711414
175,manjacaze,-24.7117,33.8828,74.08,89,52,13.42,MZ,1675711415
176,athens,37.9795,23.7162,39.33,82,100,10.0,GR,1675711257
177,mazamet,43.49,2.373,44.08,89,0,2.3,FR,1675711417
178,sri aman,1.2376,111.4621,73.45,100,100,0.0,MY,1675711418
179,mamakan,57.8161,114.0028,-2.07,100,100,1.28,RU,1675711419
180,lebu,-37.6167,-73.65,64.81,65,0,19.13,CL,1675711421
181,kaili,-3.4626,120.2147,67.93,93,100,3.0,ID,1675711422
182,saint-joseph,-21.3667,55.6167,77.38,83,75,11.7,RE,1675711423
183,havre-saint-pierre,50.2334,-63.5986,14.0,61,100,5.75,CA,1675711423
184,amvrosiyivka,47.7935,38.4777,24.21,72,100,15.77,UA,1675711425
185,jiazi,22.8779,116.067,64.02,91,8,4.18,CN,1675711425
186,aracoiaba,-4.3711,-38.8142,84.11,65,89,7.09,BR,1675711427
187,mahebourg,-20.4081,57.7,80.26,83,40,6.91,MU,1675711428
188,severnyy,50.677,36.5532,23.04,85,100,4.47,RU,1675711429
189,moron,-34.6534,-58.6198,93.94,37,0,5.88,AR,1675711431
190,luganville,-15.5333,167.1667,78.53,83,100,6.53,VU,1675711433
191,porto novo,6.4965,2.6036,84.02,82,100,11.23,BJ,1675711434
192,hirara,24.8,125.2833,69.17,83,67,14.65,JP,1675711435
193,cockburn town,21.4612,-71.1419,80.56,65,40,16.11,TC,1675711437
194,pringsewu,-5.3582,104.9744,73.38,92,100,1.1,ID,1675711438
195,tasiilaq,65.6145,-37.6368,14.16,91,99,4.99,GL,1675711439
196,ortakoy,38.7373,34.0387,28.65,96,100,17.83,TR,1675711440
197,bonavista,48.6499,-53.1147,26.46,95,100,12.35,CA,1675711441
198,pangnirtung,66.1451,-65.7125,-31.0,68,20,2.3,CA,1675711443
199,ovre ardal,61.3167,7.8,34.68,95,100,2.62,NO,1675711353
200,ayagoz,47.9714,80.4392,16.99,97,94,4.97,KZ,1675711448
201,vicuna,-30.0319,-70.7081,90.77,36,0,10.29,CL,1675711450
202,alice springs,-23.7,133.8833,65.75,68,40,5.75,AU,1675711432
203,udachnyy,66.4167,112.4,-29.02,99,99,2.57,RU,1675711453
204,paredon,16.0333,-93.8667,90.14,38,0,3.98,MX,1675711456
205,kurilsk,45.2333,147.8833,22.41,66,100,18.3,RU,1675711459
206,houlton,46.1262,-67.8403,26.73,61,0,16.11,US,1675711463
207,kasongo-lunda,-6.4667,16.8167,73.56,80,100,2.3,CD,1675711466
208,ishurdi,24.1333,89.0833,64.11,38,0,2.33,BD,1675711468
209,estelle,29.8458,-90.1067,72.0,50,20,9.22,US,1675711473
210,lengshuitan,26.4111,111.5956,49.98,92,100,3.94,CN,1675711474
211,sawakin,19.1059,37.3321,75.54,78,72,11.65,SD,1675711476
212,severo-kurilsk,50.6789,156.125,24.75,70,100,8.03,RU,1675711479
213,santa lucia,27.9117,-15.5407,55.76,59,20,9.22,ES,1675711480
214,kwinana,-32.25,115.7667,66.18,87,0,3.0,AU,1675711481
215,dikson,73.5069,80.5464,-10.98,100,100,5.3,RU,1675711458
216,kavieng,-2.5744,150.7967,81.01,79,100,10.25,PG,1675711428
217,talnakh,69.4865,88.3972,-9.8,98,100,5.14,RU,1675711483
218,ramnagar,29.4,79.1167,59.09,46,0,5.19,IN,1675711324
219,vila velha,-20.3297,-40.2925,84.15,79,40,6.91,BR,1675711485
220,shenjiamen,29.9576,122.298,48.99,96,100,11.25,CN,1675711486
221,magistralnyy,56.1725,107.4458,8.69,93,100,3.53,RU,1675711487
222,rosarito,32.3333,-117.0333,63.63,54,0,8.93,MX,1675711489
223,ancud,-41.8697,-73.8203,62.62,64,0,8.21,CL,1675711490
224,turka,49.1541,23.0297,14.79,97,100,2.13,UA,1675711493
225,inta,66.0317,60.1659,0.01,97,100,7.85,RU,1675711494
226,tripoli,32.8752,13.1875,53.8,56,96,7.83,LY,1675711495
227,naifaru,5.4444,73.3657,80.69,75,100,9.66,MV,1675711297
228,manaure,11.7751,-72.4445,87.49,49,10,24.11,CO,1675711498
229,xucheng,20.35,110.1288,67.84,96,57,10.96,CN,1675711500
230,letka,59.6011,49.4232,-6.03,100,100,1.01,RU,1675711503
231,castro verde,37.6983,-8.0858,53.02,69,10,6.96,PT,1675711380
232,sola,-13.8833,167.55,81.43,73,99,5.03,VU,1675711370
233,torquay,50.4638,-3.5143,41.68,91,10,3.98,GB,1675711510
234,touros,-5.1989,-35.4608,83.35,67,3,14.03,BR,1675711514
235,port elizabeth,-33.918,25.5701,75.09,92,20,7.0,ZA,1675711455
236,sao sebastiao,-23.76,-45.4097,78.58,87,100,1.81,BR,1675711517
237,amursk,50.2261,136.8994,-13.59,100,100,2.3,RU,1675711520
238,ust-nera,64.5667,143.2,-39.1,100,100,1.68,RU,1675711522
239,tazovskiy,67.4667,78.7,-12.3,100,100,4.72,RU,1675711527
240,conde,-7.2597,-34.9075,80.06,78,75,10.36,BR,1675711535
241,sao felix do xingu,-6.6447,-51.995,87.69,58,47,3.13,BR,1675711536
242,west wendover,40.7391,-114.0733,38.41,56,75,19.57,US,1675711537
243,roald,62.5833,6.1333,49.12,71,75,20.71,NO,1675711538
244,coihaique,-45.5752,-72.0662,66.15,42,0,10.36,CL,1675711540
245,beyneu,45.3167,55.2,34.21,81,100,14.67,KZ,1675711540
246,buraydah,26.326,43.975,63.05,28,100,7.83,SA,1675711542
247,faanui,-16.4833,-151.75,81.27,74,8,16.2,PF,1675711333
248,bathsheba,13.2167,-59.5167,83.01,65,40,20.71,BB,1675711544
249,karpathos,35.507,27.2132,48.16,66,52,20.71,GR,1675711547
250,gudalur,9.6833,77.2667,68.16,70,100,0.6,IN,1675711549
251,lixourion,38.2019,20.4314,42.8,52,75,6.91,GR,1675711550
252,maceio,-9.6658,-35.7353,80.04,89,75,8.05,BR,1675711319
253,lavrentiya,65.5833,-171.0,-19.25,90,40,4.94,RU,1675711553
254,pangoa,-12.1167,-73.0,74.52,84,99,3.15,PE,1675711554
255,aykhal,66.0,111.5,-32.94,100,99,3.89,RU,1675711536
256,kushmurun,52.4503,64.6311,-1.97,99,91,3.87,KZ,1675711556
257,alofi,-19.0595,-169.9187,76.89,94,67,4.61,NU,1675711557
258,erdenet,49.0333,104.0833,-7.08,100,64,3.69,MN,1675711558
259,chirongui,-12.9319,45.1483,78.73,78,100,6.49,YT,1675711428
260,teguise,29.0605,-13.564,59.22,59,40,5.75,ES,1675711561
261,upata,8.0086,-62.3989,88.29,35,28,7.47,VE,1675711563
262,borborema,-21.6197,-49.0736,81.77,70,77,9.17,BR,1675711568
263,zheleznodorozhnyy,55.7503,38.0042,22.55,100,88,2.66,RU,1675711571
264,thompson,55.7435,-97.8558,19.56,86,100,5.75,CA,1675711425
265,minab,27.1467,57.0801,59.32,82,98,0.0,IR,1675711575
266,shingu,33.7333,135.9833,47.89,54,100,4.43,JP,1675711581
267,korla,41.7597,86.1469,32.38,53,100,0.63,CN,1675711584
268,kaduqli,11.0167,29.7167,80.1,14,33,7.96,SD,1675711585
269,ondangwa,-17.9167,15.95,80.38,42,100,5.82,NA,1675711589
270,saginaw,43.3334,-84.0333,34.68,69,40,0.0,US,1675711595
271,pacific grove,36.6177,-121.9166,56.89,71,0,11.01,US,1675711432
272,liku,-0.7275,119.8922,73.89,92,87,1.9,ID,1675711598
273,brae,60.3964,-1.353,47.68,75,97,23.62,GB,1675711600
274,marawi,7.9986,124.2928,66.83,92,100,2.17,PH,1675711434
275,butajira,8.1167,38.3667,61.48,33,87,8.08,ET,1675711603
276,muros,42.7762,-9.0603,51.84,61,0,11.83,ES,1675711374
277,xiaoweizhai,26.1903,107.5125,49.1,97,100,2.57,CN,1675711605
278,chateaubelair,13.2833,-61.25,79.32,69,40,14.97,VC,1675711606
279,rio gallegos,-51.6226,-69.2181,71.65,73,75,29.93,AR,1675711608
280,henties bay,-22.116,14.2845,65.05,87,77,6.53,NA,1675711609
281,omaruru,-21.4333,15.9333,73.96,59,88,3.85,NA,1675711610
282,saint-augustin,51.226,-58.6502,7.75,72,100,9.62,CA,1675711611
283,fare,-16.7,-151.0167,80.71,76,0,16.4,PF,1675711407
284,placido de castro,-10.3353,-67.1856,73.08,99,100,1.61,BR,1675711615
285,pevek,69.7008,170.3133,-34.33,100,100,3.29,RU,1675711427
286,key largo,25.0865,-80.4473,79.0,73,36,14.36,US,1675711617
287,kletskaya,49.3145,43.0584,14.05,93,79,8.57,RU,1675711619
288,sao miguel do araguaia,-13.275,-50.1628,87.31,58,45,1.01,BR,1675711496
289,rincon,32.296,-81.2354,67.96,33,0,5.75,US,1675711475
290,bukan,36.521,46.2089,33.51,89,76,6.55,IR,1675711623
291,port hardy,50.6996,-127.4199,44.78,93,100,16.11,CA,1675711468
292,mareeba,-17.0,145.4333,74.12,93,31,2.3,AU,1675711625
293,norsup,-16.0667,167.3833,79.84,82,100,7.4,VU,1675711627
294,samarai,-10.6167,150.6667,77.95,87,100,10.71,PG,1675711408
295,sakit,27.45,78.8167,62.2,52,0,5.14,IN,1675711629
296,margate,51.3813,1.3862,40.89,90,8,1.99,GB,1675711631
297,kupang,-10.1667,123.5833,77.97,84,98,11.14,ID,1675711541
298,beidao,34.5686,105.8933,39.38,47,97,2.62,CN,1675711633
299,kachiry,53.0675,76.1036,-8.82,100,95,4.65,KZ,1675711634
300,coruripe,-10.1256,-36.1756,81.66,69,100,13.38,BR,1675711636
301,calatayud,41.3535,-1.6432,38.64,76,29,4.52,ES,1675711637
302,itoman,26.1247,127.6694,68.4,94,100,11.5,JP,1675711646
303,huarmey,-10.0681,-78.1522,75.67,75,79,7.85,PE,1675711550
304,semey,50.4111,80.2275,6.08,95,59,5.12,KZ,1675711649
305,okhotsk,59.3833,143.3,-11.27,80,99,11.1,RU,1675711651
306,bethel,41.3712,-73.414,50.31,59,100,13.8,US,1675711475
307,savonlinna,61.8699,28.88,19.45,93,40,2.3,FI,1675711653
308,toro,4.6117,-76.0814,84.88,54,40,0.89,CO,1675711654
309,hermiston,45.8404,-119.2895,52.45,59,0,19.57,US,1675711655
310,mangaratiba,-22.9597,-44.0406,81.46,79,100,3.04,BR,1675711656
311,surt,31.2089,16.5887,55.78,53,93,7.31,LY,1675711634
312,catumbela,-12.4314,13.5472,77.07,80,100,5.41,AO,1675711658
313,mar del plata,-38.0023,-57.5575,73.83,61,0,17.27,AR,1675711485
314,the valley,18.217,-63.0578,80.82,65,20,18.41,AI,1675711540
315,meaux,48.9167,3.0,39.27,77,0,9.6,FR,1675711398
316,hofn,64.2539,-15.2082,35.62,87,100,16.11,IS,1675711369
317,mount gambier,-37.8333,140.7667,53.62,94,9,4.61,AU,1675711551
318,waipawa,-41.4122,175.5153,58.41,81,1,4.76,NZ,1675711391
319,moose factory,51.2585,-80.6094,12.2,57,100,14.97,CA,1675711554
320,palmer,42.1584,-72.3287,47.98,56,100,7.0,US,1675711666
321,yorkton,51.2167,-102.4677,33.64,80,40,26.46,CA,1675711626
322,belaya gora,68.5333,146.4167,-24.27,99,100,2.51,RU,1675711547
323,winnemucca,40.973,-117.7357,35.47,59,27,7.61,US,1675711669
324,taltal,-25.4,-70.4833,72.59,71,15,4.88,CL,1675711670
325,saint-georges,12.0564,-61.7485,82.08,74,75,23.02,GD,1675711521
326,launceston,-41.45,147.1667,52.16,85,0,6.91,AU,1675711673
327,abu samrah,35.3029,37.1841,44.33,78,85,25.99,SY,1675711622
328,saint-leu,-21.15,55.2833,77.86,78,70,3.58,RE,1675711676
329,magalia,39.8121,-121.5783,48.31,52,1,3.56,US,1675711676
330,doha,25.2867,51.5333,67.98,83,0,8.05,QA,1675711417
331,camopi,3.1655,-52.3158,77.31,96,93,4.85,GF,1675711679
332,quelimane,-17.8786,36.8883,82.35,83,40,3.44,MZ,1675711680
333,sandusky,41.3501,-83.1332,36.41,71,40,1.01,US,1675711681
334,nalut,30.3333,10.85,54.25,45,95,9.82,LY,1675711536
335,lujan,-34.5703,-59.105,93.13,34,0,7.0,AR,1675711684
336,naze,28.3667,129.4833,63.52,88,6,12.39,JP,1675711553
337,puerto leguizamo,-0.1934,-74.7819,83.21,67,76,5.7,CO,1675711685
338,aquidauana,-20.4711,-55.7872,82.58,65,74,2.68,BR,1675711685
339,urusha,54.05,122.9,-27.56,99,15,3.29,RU,1675711686
340,rocha,-34.4833,-54.3333,84.45,40,2,14.07,UY,1675711687
341,quatre cocos,-20.2078,57.7625,80.1,80,51,14.29,MU,1675711473
342,coahuayana,18.7333,-103.6833,89.22,40,0,7.27,MX,1675711602
343,pont-rouge,46.7566,-71.6978,24.42,72,91,2.1,CA,1675711689
344,clarence town,-32.5833,151.7833,73.85,96,9,2.01,AU,1675711494
345,nicoya,10.1483,-85.452,91.83,39,0,17.2,CR,1675711691
346,komsomolskiy,40.4272,71.7189,38.12,87,100,6.91,UZ,1675711672
347,bucerias,20.75,-105.3333,78.78,44,0,8.05,MX,1675711470
348,sisimiut,66.9395,-53.6735,-1.44,96,100,6.82,GL,1675711435
349,bandarbeyla,9.4942,50.8122,75.38,76,85,17.05,SO,1675711538
350,fuzhou,26.0614,119.3061,55.29,97,96,1.5,CN,1675711695
351,deputatskiy,69.3,139.9,-25.29,97,100,3.62,RU,1675711607
352,wilkie,52.4168,-108.7014,26.98,77,22,10.0,CA,1675711696
353,isangel,-19.55,169.2667,79.43,84,16,5.61,VU,1675711437
354,gryazi,52.4966,39.9359,10.62,96,54,5.91,RU,1675711698
355,wanning,18.8003,110.3967,71.87,91,55,2.51,CN,1675711558
356,balaghat,21.8,80.1833,65.07,30,0,1.32,IN,1675711631
357,greenock,55.9484,-4.7612,46.49,84,100,10.04,GB,1675711702
358,sangre grande,10.5835,-61.1177,82.36,78,100,11.07,TT,1675711703
359,marsh harbour,26.5412,-77.0636,73.44,64,0,15.12,BS,1675711603
360,slantsy,59.1182,28.0914,24.73,95,33,4.74,RU,1675711704
361,fujin,47.26,132.0322,-12.91,100,21,5.06,CN,1675711705
362,arzgir,45.3728,44.2206,28.04,95,100,15.41,RU,1675711706
363,locri,38.2414,16.2623,39.33,55,100,5.66,IT,1675711623
364,narsipatnam,17.6667,82.6167,66.78,60,17,2.3,IN,1675711708
365,sorong,-0.8833,131.25,78.1,84,100,6.22,ID,1675711709
